,Name,Review Title,Rating,Reviewed Day,Reviewed Month,Reviewed Year,Verified Purchase,Helpfull No,Review
479,SWAPNIL DETHE,Global or India variant to check after you buy,1.0,7,6,2021,1,1,Apple Store was not working in your area was the error coming out also screen gap issue to be checked by every user who buys this series
480,Sorav kumar R.p singh hospital indra road guru Kirpa variety store 7986727779,Return,1.0,15,2,2021,1,2,This product was hang plz replace the iPhone no work sim tray battery problem
481,Brij,Worth buying,5.0,13,3,2022,1,0,"This seller is trusted, Darshil, ho for it, original packed product"
482,Raghavendra B S,Awesomeness is mainly in the build quality and camera performance,5.0,20,2,2022,1,1,"First image on my new phone Clicked at 9:50 pm, just happy enough After switching from android after 3 years..,"
483,Mayank,Perfect,5.0,9,2,2022,1,0,The phone is superb. Face recognition is too fast.Charging is also too fast. Camera is excellent. No heating issues . No lags while multitasking.Overall 10 on 10
484,Asif Mansoori,100% authentic product,5.0,2,7,2021,1,1,"The media could not be loaded.
                



 Phone gajab hai bhai. Amazon ne bahut acche se deliever kiya. Fully satisfied."
485,Parvesh,Amazing smartphone,5.0,8,2,2022,1,1,It is my first iphone and its looks amazing and best part of this phone performance and stability.
486,harsh gupta,Good,4.0,29,3,2021,1,0,Overall good but camera and battery life not as good as iphone 11pro
487,Laxman,Its the best phone,5.0,29,5,2021,1,0,Indeed its one of the best phone smooth screen smooth touch a good battery backup a top notch camera what else you want and of course apple’s security.
488,roopesh,Great price during sale,5.0,13,5,2021,1,0,Long term apple products user. Love everything about the brand
489,Surya kumar,Heating problum in my I phone 12,1.0,21,6,2021,1,0,Over heating problum .Using 10 to 20 minutes then mobile was heated . Thats very bed with I phone 12 . I am not accepting that's kindes off problum .Very disappointed .
490,kundan kumar,It hangs while typing message all the time. Worst experience!,1.0,9,9,2021,1,1,It hangs like anything. While typing suddenly the keyboard will freeze. Not expected from Apple
491,rushikesh godbole,Nice device,5.0,16,2,2022,1,0,Very nice and attractive device this is my first iPhone and I am satisfied with it. Speaker sound quality I like most. thank you team Amazon
492,bikrams,Best Smartphone used till date,5.0,15,2,2021,1,0,Haven’t used a smartphone this good. Would say just perfect for my need. Sometimes I feel likes touch is like butter. Battery works for me 2 days with dual sim usage.
493,Amit,Battery backup is not good,1.0,25,2,2022,1,1,Battery backup is not good and company should provide charger snd earphones in same cost
494,Anurag,Good,5.0,29,1,2022,1,0,It is a genuine iPhone 12 which I received. There is nothing else to explain about the product everyone knows about how fantastic iPhones work
495,sushant,Amazing,4.0,21,7,2021,1,0,"I would like to say that's awesome👍👏 phone, no weight this iPhone totally mind blowing 🥰 battery pickup is not good but at least overall hall day backup normally usages, camera quality is amazing night mode is superb"
496,vigneshwaran,"Awesome phone, but way of delivery and packing very very very worst",3.0,27,1,2022,1,0,"Awesome phone, but way of delivery and packing very very very worst, try with flipcart atleast package good. Average battery performance"
497,Yousuf shaikh,Asowme,5.0,9,2,2022,1,1,The media could not be loaded.
498,Con,Superb,5.0,13,9,2021,1,0,I’m an iPhone fan and I loved this phone
499,ABHIJIT,Great product,5.0,30,1,2022,1,0,Good experience with Appario. Authentic apple product as always
500,Amazon Customer,Great product,5.0,5,6,2021,1,0,Face ID superb …camera good could have added more futures..they should have given charger for this much money. But battery comes through out day which is good..
501,V Seth,Good phone with average battery life,5.0,12,2,2022,1,0,Good quality product. With average battery life. Biggest down is there is no charger included in the box.
502,RRS,Great experience,5.0,10,2,2021,1,0,"I don’t think one would regret after having iPhone 12. Yes, the battery life would have been better, but is acceptable. It’s nothing like draining in no time. One would really enjoy this latest model by Apple rather than counting on battery life."
503,Ahmad showkat,Master piece,5.0,1,2,2022,1,1,Switch to iphone from andriod.love the phone
504,Harshdeep D.,Loved it,5.0,20,2,2022,1,0,"Its a great mobile phone, however at this price point I expect apple to be a little more generous with storage and battery size. Everything else is pretty much flawless"
505,INDRAJIT PAL,Great mobile to use!!!,5.0,3,2,2021,1,1,Everything is quite fine but only matters is battery backup is very low.Hardly for a normal user it lasts not more than18-20 hours
506,Pragya k,First time iphone user and i am loving it.,5.0,20,2,2022,1,0,"If you are a first time iphone user, you have to go through alot for setting it up for the first time.but once after setting it up this is the best device one can get."
507,Naveen,Amazing phone,5.0,12,8,2021,1,0,The phone is amazing no doubt. I got 128gb white for 72K during prime day it's best to wait for any sale or price dropAmazing cameraAwesome displayBattery is good
508,RAHUL GUPTA,Nice phone,5.0,23,2,2022,1,1,This is my first iPhone and I like it. Camera quality is awesome and very handy device.
509,Prashant Moily,Awesome Experience,5.0,25,4,2021,1,0,I am a first time user but must say actually a privilege to own one and an awesome user experience.On time Delivery and to the mark packaging from Amazon also added for the smiles at my place
510,Senthil,Amazing product,4.0,6,11,2021,1,0,Product is very good… liked all the features of iPhone 12. Battery life is not great and sometimes has issues with volume
511,Sudeep,"Defective, after 5 days price -₹53999 , I purchased it for ₹59999",1.0,21,1,2022,1,0,Pink smear on the screen. Price scam
512,Rajat Khurana,A fantastic phone,5.0,21,7,2021,1,1,It's super responsive and has a great display
513,MANDEEP SINGH,Impressive,5.0,17,2,2022,1,1,Apple is Mango of phones
514,Raveen Kumar,So much better than andriod.,5.0,10,3,2022,1,0,My first iphone. Everything is buttery smooth.
515,Amazon Customer,Incredible display and battery,5.0,2,6,2021,1,0,This phone is awesome. What I really felt great abt is the battery life and display. Although the charging time is approx 2 hrs.
516,Ravi k.,Awesome,5.0,5,5,2021,1,0,The iOS experience is just unreal.the optimisation of the system is top of the world.mine was made in India unit.❤️❤️
517,PINAKI GHOSH,Awesome,5.0,20,2,2022,1,0,Just Fabulous
518,Nishant Mahere,Don't buy,1.0,27,5,2021,1,2,Worst phone.
519,Malavika Nair,Awesome phone. Very handy too.,5.0,30,7,2021,1,0,Absolutely loving this device. I switched from Android to Apple and the transition was very smooth.
520,Annusha Kumar G.R,Worst,1.0,7,7,2021,1,1,Worst product.. don’t buy from Amazon.. they deliver only defective product
521,Beric Dondarrion,It's an iPhone..,3.0,24,7,2021,1,0,Same old apple. Overpriced phone with standard features. Works well enough.
522,Anand Engg.,Expensive mobile,4.0,1,3,2022,1,0,Product is good but on the back side 2white mark those easly visible my advice purchase offline any apple store because store give 5000 less price compare with Amazon and flip kart
523,Amazon Customer,iPhone,5.0,22,8,2021,1,0,If you don't have an iPhone then you don't have an iPhone
524,Yogendra Reddy,Don'trun for it,3.0,4,4,2021,1,0,Over hiping product and camera as blur picture quality
525,Murugeswaran,"Everything is nice, but getting heat while charging",4.0,12,2,2022,1,1,I like the product and value for money. But heats while charging…
526,Biplab Mondal,Average,3.0,16,3,2022,1,0,Average
527,Mukter Hussain,Nice Phono Price is very high,5.0,18,3,2022,1,0,"Phone is good but price is very High compare to Android features comparatively less, size also small"
528,Abhay Pratap Singh,Battery life and camera,5.0,28,5,2021,1,1,"Battery life is good, lasts for 8-10 hours once fully chargedScreen quality is really great"
529,Rishika Somani,Defective phone,1.0,3,9,2021,1,0,I had bought this phone from Appario Retail Pvt Ltd in May '21 and this phone was damaged and showed liquid damage without any water entrance. Such a disappointment. This phone came as defective.
530,Ram,Great phone,5.0,24,2,2022,1,1,Go for it.. don’t fall for cheap build quality phones(Samsung)
531,Mohan,Waste mobile,1.0,6,7,2021,1,1,This is not a good device..I got bad quality mobile..shameful to iPhone brand for like this type of products
532,Junaid Ahmad Khan,Not good,1.0,22,1,2022,1,0,Not good
533,Shubham sharma,Worth in 2022,4.0,14,3,2022,1,0,Good
534,Vairamudi M,Mobile with perfect of every one,5.0,28,6,2021,1,0,Amazing...... Excellent..... Easy to handle....
535,ankan mishra,Best Iphone Till Now,5.0,31,1,2021,1,0,Upgraded from Iphone X to 12.Hassle free data transfer.
536,Rehan Akhter,Not worth of money,3.0,26,6,2021,1,0,"While charging, it gets heated.. it’s EMV, it is not worth of money, it’s display get zoomed in while lock the phone, it is tough to un lock while zoom in display"
537,Sacchidanand P.,Timely delivery of best product!,5.0,7,4,2022,1,0,Got best deal with timely delivery…. Satisfying experience.
538,atul,Simply flawless,5.0,25,3,2022,1,0,"The device arrived in good condition , within two days and of course the iPhone is superb, looks premium, feels premium and no complaints whatsoever."
539,Elumalai,Awesome 👌🆒️,5.0,13,5,2021,1,0,This is my 1st ios device. So I was amused to use this...Battery life is awesome.. when it is compared to other iphone...ND I was surprised  while using this iPhone only because of the display..
540,Riaz,Camera,4.0,20,1,2022,1,1,"The media could not be loaded.
                



 Good product"
541,Ravi kumar Gaikwad,Just apple thing,5.0,1,3,2022,1,0,Just apple thing. Best performance best display best battery
542,Raju Rajagopal,Don't go for apple,1.0,16,3,2022,1,0,Money
543,Sunil Oberai,Superb,5.0,13,7,2021,1,0,"This is simply awesome. What more can i say, its the latest iphone."
544,Vaishnavi,Amazing battery,4.0,20,2,2022,1,1,"iPhone 12 is super fast, sleek, has got great display, and excellent battery."
545,Sunil,Phone is good,5.0,21,1,2022,1,0,Phone is great but Apple should provide power Adapter with the box or if they want to protect environment then adapt exchange Pollicy for adapter also.
546,Mona,Price Fluctuates a lot,4.0,24,5,2021,1,0,No offers for SBI or Citibank cards.
547,naren,Poor Quality,1.0,22,1,2022,1,0,Hi my product is not working properly. It’s a six month only and product is out of order. It means we are wasting our money.
548,niraj kataruka,Over hyped and over priced phone,3.0,6,3,2022,1,0,Over priced as i switched from android. Except for camera i did not find anything so special.mostly a status symbol
549,Amazon Customer,Very nice product thanks for apple,4.0,14,1,2022,1,0,Very nice product good battery backup and natural Cooler capture in a camera soothe function
550,Amazon Customer,Poor picture quality,2.0,21,9,2021,1,1,Picture quality of made in outside India phone is excellent than Indian made
551,Nishant,Awesome,5.0,16,1,2022,1,0,Loved it …
552,awesome,Butter smooth & Superb camera.,4.0,22,2,2022,1,0,"A bit pricey compared to Android but worth every penny. Main camera s superb , wide camera is good. Best low light photography experience."
553,Auof md,"If you don’t have an iPhone, you just don’t have an iPhone. “قيمة المال” 📱",4.0,4,3,2022,1,0,ಸಕತ್ form factorरंगीन variety of colours.DISLIKESNotch & Comparative less battery than Pro models
554,Rohit,Most Amazing Phone,5.0,24,1,2022,1,0,The most beautiful looking phone ever. Really loved the build quality and the smooth operation. Excellent camera and great battery life. Highly recommended.
555,Kausik De,Great,4.0,9,1,2022,1,0,Great
556,Abhik,Somehow worth the job,4.0,17,2,2022,1,0,Like : Fast charging.Dislike : Battery heating issue while charging. Back of the phone is heated after longer use.
557,Kumar Prakarsh,Excellent phone. Amazing camera. Needs Onscreen fingerprint scanner,4.0,27,4,2021,1,0,"In these times when someone is usually masked up, Apple should embed optional on screen fingerprint scanner, because it’s tough to mask down everytime you want to unlock the phone. So is entering the PIN"
558,Rajesh Chauhan,Good Smart Phone As I wanted,5.0,20,2,2022,1,0,Nice Product from Apple Co.
559,Ravi,One word Fantastic,5.0,16,8,2021,1,0,Superb switch from IPhone7 to iPhone 12 after lost my phone I used android oneplus nord CE for couple of weeks. but finally landed to iPhone camera superb very smooth
560,Kuttyshrank,"The best !!!! The ""Mmmmm, purpleee""  is here",5.0,16,6,2021,1,2,The media could not be loaded.
561,Gangadhar,Liked it very much,5.0,20,4,2021,1,0,Powerful phone but price is a bit high
562,Tushar Malhotra,Buy a last ur 11 pro for the same price and you would be happier off,5.0,27,2,2021,1,0,"Should hv bought the 11 pro instead of the 12. More features, better built, much better looks."
563,Prince Rath,It really osm bcz previously I use 11 and there is difference in camera and battery,5.0,24,1,2022,1,0,"The media could not be loaded.
                



 I really happy with this product and i want say to apple try to give the device charger bcz this is not fair"
564,Himanshu K,Wonderful phone,4.0,31,1,2022,1,0,"A good phone , i phone standa out of android , a bit difficult to hansle but once you get used to its the best"
565,Chaitanya,Doesn't worth your money,2.0,29,1,2021,1,1,64 gb == 49 gb storageNo chargerNo air podsMore fakeLow quality camera
566,Ahmed,No happy with Amazon product,1.0,4,2,2022,1,1,Worest product worest service Amazon
567,Ram Kumar,"Loved it, Thank you amazon",5.0,8,2,2022,1,0,"My first apple product ever and 10 years dream comes true…just enjoining this iPhone 12, Thank you Amazon for fast delivery…."
568,Naveen,Amazing phone 😎❤️,5.0,26,5,2021,1,0,"The media could not be loaded.
                



 Supreme quality ever.. but in charging phone heating too much otherwise no dought it is worth in this price point"
569,Harsh,Great product,5.0,12,9,2021,1,0,Great product.
570,saikumar,Speaker and phone heating issues I need replacement as soon as possible,1.0,31,3,2021,1,1,Phone was heating to much and speakers are also not working properly from last week plz I need replacement
571,Deep Roy,Simple yet powerful,5.0,19,1,2022,1,0,This phone is really powerful.. camera is superb..good battery backup.. the most underrated is the sound.. it is amazing.. loved it..
572,Haris Khan,Fabulous performance,5.0,21,6,2021,1,0,"I really liked the design of my iphone 12 the camera, gaming performance through the A14 bionic chip is mind blowing, the battery life is also good . From my point this iphone is worth buying"
573,Dr N Mariappan,Simply Amazing,4.0,9,3,2021,1,0,Nice model from iPhone all features are good except battery and its go up to maximum 8 hrs
574,Sunny Singh,Design,5.0,14,5,2021,1,1,"Wonderful experience, i have no words for the product to explain his efficiency design."
575,Rohit Panwar,Faulty Product 2 times Replaced and serviced new phone,1.0,25,2,2022,1,0,"2 time replacement, 3 times service center visit for a new phone.DISAPPOINTED SERVICE.BIG NO FOR APPLE PRODUCTS FROM AMAZON"
576,Thirumalairaja,Display issue,3.0,6,4,2021,1,0,My iPhone 12 display are very warm yellow even I turned off truetone and nightshift.
577,Padmalochan,It’s Awesome 😃,5.0,8,2,2022,1,1,Switching from OnePlus to I Phone 12 not a bad decision at all.
578,ut,Beautiful Phone,4.0,18,2,2022,1,0,👌👌
579,kudrat,Great,5.0,12,7,2021,1,1,Great
580,Amazon Customer,Not good,1.0,29,9,2021,1,2,Not good
581,sidhesh.kumtekar,NA,3.0,6,7,2021,1,0,"The colour of the phone is very light with which I am not impressed. The phone gets heated quickly which I didn’t expect, Face recognition not working when mask on."
582,Gaurang,Amazing 👏,5.0,13,2,2022,1,0,
583,Ashish Dhaundiyal,Best phone for camera lovers,5.0,11,9,2021,1,0,Iphone is Iphone no comparison with any other phone.Best camera.performance is good but battery is a bit negative side of this
584,Sneha Kamble,Fab product shipping not go for prime users also,5.0,26,2,2022,1,0,Good product only shipping took time even for prime member
585,sangeethacinema,Best iPhone,5.0,8,2,2022,1,0,Most stunning iPhone with tons of features. If you thik of of privacy then it’s definitely iPhone
586,Karunakar reddy,Apple 🍎 is apple,5.0,1,3,2022,1,0,Simply superb
587,Kandaswami Aravind,Trusted good suppliers early delivery,5.0,1,6,2021,1,0,Good Product. Very good supplier. Earlier delivery with quality packing
588,Sourabh sardar,Awesome experience,5.0,6,2,2022,1,1,Don't use Apple logo as status.It is an emotion.
589,Shweta,Awesome,5.0,19,2,2022,1,0,Original product... absolutely love it
590,Avinash Kumar,Battery backup,5.0,25,6,2021,1,0,I am writing this review after 2 months of use. Battery backup is not good so far. Very disappointed..
591,Rahul Birdhaiya,Iphone is just a different phone than android.,3.0,4,3,2022,1,0,Basically i like this phone’s performance but what you missing in this phone? “features” android phones providing you. You can freely use android.
592,anuj rajput,Worst phone ... Sound issue on incoming call..,1.0,12,2,2022,1,0,"Worst phone , don't buy ,, amazon not taking any responsibility of defective piece,,Feeling insulted ... After spending 60k.."
593,Abhishek,Amazing,4.0,10,2,2022,1,1,Everything in this phone is gud but battery life is not that of much great
594,Rajasekhar,Best phone in this segment in many aspects,5.0,29,5,2021,1,0,LikesCameraBattery backup. using 20w adapter it’s charging pretty fast 80%in less than 40 minutesDislikesNothing as of now
595,Mohammed saeed ul zafar,Iphone12,5.0,22,6,2021,1,0,Great phone i was an android fan since the beginning and when i saw the iPhone 12 i wanted to switch to ios. This is the best phone to buy right now
596,vipin yadav,Good,4.0,17,2,2022,1,1,The media could not be loaded.
597,lavan kumar,Good,5.0,19,7,2021,1,0,Performance was great
598,Bhargav teja,Not worth the money,2.0,20,1,2022,1,0,Battery life is just okCamera is averageFront is below average
599,anil,No doubt just go for it 😍,5.0,2,3,2022,1,0,Just go for it without any worry as there are many bad reviews just to make you confused. And i love the way they delivered too fast. Thank You!
600,Mousumi Chakraborty,Good product,5.0,28,2,2021,1,1,Expensive
601,Nithender,Help,5.0,16,5,2021,1,0,"I am facing  charging problem for my brand new iPhone 12 , it’s take 5 hrs to complete 80% of charging and I’m using apple genuine 20 W adapter."
602,Naveen,Best iPhone till yet!!,5.0,6,3,2021,1,1,Practical Phone for practical life
603,Deepak S.,It’s an iPhone what more to say,5.0,8,4,2021,1,0,It’s an iPhone
604,Vijin,Go for it!!,5.0,4,9,2021,1,0,"I was switching from Andriod to iOS. The experience is too good. The camera quality and overall performance are excellent. After all, it's an iPhone! expectations meet :)"
605,Anil N,Coooool phone🥰,5.0,7,3,2022,1,0,This is my first iPhone. Cool phone. Can be used as a simple in all ways. Buy without thinking..🥰.
606,BitString,Worth investment in Iphone 12,5.0,11,2,2022,1,0,Very good phone.  excellent photo quality and standard features.
607,Mk singh,Brand is always a brand,5.0,2,1,2021,1,1,"The media could not be loaded.
                



 Just killing awesome 👍"
608,Sunny,Phone,3.0,14,2,2022,1,0,"Phone looks good, but has some internal software problem. As it doesn't vibrates after selecting it also & also has volume problems."
609,Sameed Ali,Simply the best!,5.0,26,5,2021,1,0,"Switched from android and I am happy how simple, fast and secure it is. Happy with the phone so far 👍"
610,Poonam Chauhan,All is good,5.0,26,4,2021,1,0,Nothing can be better than this. I am on top of the world now with this iPhone XII
611,Dosani,Product box is damaged,1.0,27,5,2021,1,1,"iphone box is damaged from backside, i have not opened the seal, i want to replace the item"
612,Vinod Konka,Paint chipping while I’m using,1.0,14,11,2021,1,1,My iPhone 12 paint chipped in < 2weeks and apple saying cosmetic damage.
613,flex,Awesome,5.0,26,8,2021,1,0,Love it
614,Manish Kumar Dhaka,It’s a great product for iOS lovers !!,5.0,24,12,2020,1,0,"I Loved I Phone X, because of size & design !!This one better in both aspects, it’s a very light phone !!"
615,itsmeShubham,Awesome,5.0,30,1,2022,1,0,This is Awesome
616,maltesh,Cute handy,5.0,26,2,2022,1,0,Worth for money
617,Veeraprasath,Software,1.0,24,2,2022,1,1,Don't buy there is lot of software issues coming
618,AGAM,Flawless,5.0,23,3,2021,1,0,Great.Simply great.
619,manish kumar,Dubai imported phone never buy it from Amazon,1.0,3,11,2021,1,0,"Don’t buy it from Amazon they had send me a Dubai imported product, the phone heats so much that I even can’t hold it"
620,yeswanth kumar,Delivery was on time,5.0,17,2,2022,1,1,The face reading option is excellent
621,Sachin Salunke,Superior Camera📷😍💯,5.0,1,7,2021,1,0,Just Go for it. Don't look for pro.This is best.Camera is superior.👌👌👌And battery life is surprising. Gives atleast 15 hours full day.
622,vasava Divyanshu,“Grab it over iPhone 11” IPhone 12 is great.,5.0,4,2,2022,1,0,"Best For gaming - 5 Hours, Every High End game supported ✌️😎Best For photos &Videos No doubt,👀"
623,Venkatesh,A better one,4.0,8,2,2022,1,1,Don't go for it if you really want longer battery
624,DD,Ironically the priced dropped like a hot cake,4.0,7,11,2021,1,0,I still can't believe I bought it for 79000 rps
625,Ricky BOI,Fabulous phone Value for money,5.0,28,7,2021,1,0,Great phone
626,Jaspreet,GOOD EXPERIENCE,5.0,2,2,2021,1,1,"One day delivery, Original piece , Great offer and discount, Overall good experience."
627,Srinjan saha,iPhone is iPhone 😍,5.0,5,2,2021,1,1,The best phone for everything.
628,Lakshmi Vishnu,Good phone,4.0,8,2,2022,1,1,Good phone
629,Tushar Lade,Really awesome Phone,5.0,10,2,2022,1,0,Camera at it’s Best. Other features are also perfect in phone. The handful size model gives you great experience. Great black colour.
630,karan,Not bad experience but bttry life was not good,5.0,11,3,2022,1,1,According to battry side not good
631,Eauzo Kart Private Limited,Charging issue!,1.0,26,9,2021,1,1,I face issue during connecting headphone and charging pins. It is loose.
632,Madan Chitiki,10 Star Product. 10/10,5.0,5,2,2022,1,0,Just Amazing.
633,manu,Mobile is getting heated when it’s kept for charging,1.0,8,2,2022,1,1,Heating issue. Lot is heat is getting discharged
634,Ishan seth,Worth it,5.0,8,2,2022,1,1,Worth it
635,Dileep kumar gupta,Noice cancellation is not working,1.0,21,9,2021,1,1,Amazing phone but facing noise issue.  Its noice cancellation is not working
636,MAHESH,Amazing iPhone 12,5.0,6,2,2021,1,0,"This is a Gem. The product meets your expectations. Display, Battery life and Camera : Best in class."
637,vaishnu,Apple 🔥+ Iphone + ios💜💜💜,5.0,14,2,2022,1,0,Upgraded from iphone se 2020 to iphone 12. 😜😍💜. Just awesome purchase. Everything going very perfect.
638,Amazon Customer,After all it’s Apple!!,5.0,29,5,2021,1,1,Fulfilled all promises
639,Parikshit Sharma,Just wooooooow,5.0,28,7,2021,1,0,What to say about itJust switch from Android to iOSJust wooow thats amazing oneLove the productI already used sum of the product of Apple
640,Satpal Verma,Safe to buy on Amazon it’s 3rd time I bought iPhone here,5.0,7,2,2021,1,0,You all know about the product and it’s features. Here I am writing about Amazon is trusted you can buy IPhone here without any hesitations.
641,Saste m lunga bata re hai,Iphone never disappointed,5.0,30,1,2022,1,0,Excellent phone just buy and enjoy your life with iphone no more comment
642,Samrat Ashok,Satisfied product,5.0,1,9,2021,1,1,Green color is best. Phone is liquid fast and camera pics are amazing
643,CliffordGlasso,No charger is disappointing,4.0,23,4,2021,1,0,It's iphoneOnly disappointment is they don't give a charger along
644,Ankit Anand,very good and reliable,5.0,28,12,2021,1,1,product is good and reliable....
645,Chandra Sekhar,Perfect and genuine,5.0,13,11,2021,1,0,Perfect phone
646,ram,Nice,5.0,19,2,2022,1,0,Best phone
647,rajesh,Beasttt🔥,4.0,6,3,2022,1,1,Beast🔥Excellent performance😎
648,Imran Sheriff,Awesome phone,5.0,17,11,2020,1,1,It's an amazing product
649,Dr Amit sharma,"100% Original, No issues found",5.0,6,7,2021,1,0,"The media could not be loaded.
                



 It’s nice and 100% genuine iPhone 12… Writing review after using for 10-12 days"
650,Rajesh,Scratch near camera lens,3.0,9,2,2022,1,1,Received a product with scratch near camera lens
651,Harshith G.,Awesome phone,5.0,24,6,2021,1,0,The phone is a beast and I have no issues with phone but the battery could have been better
652,Reetimukta Rath,Battery life is very very bad.,2.0,18,1,2021,1,0,"Overall iPhone is very nice but battery life is very very bad and phone getting heat,also camera is problem when in night mode."
653,Anupama S.,"Screen not responding, iPhone 12 blue colour",1.0,4,4,2021,1,1,"It's just 2 weeks, the screen has stopped responding. Not able to make return request.plz help"
654,BIDESH PATRA,Really good.,5.0,16,3,2022,1,0,Really good mobile. Though battery life is not impressive it sufficient for a normal user.
655,Dharmendar,Good,5.0,4,3,2022,1,0,Good
656,Akanksha Rewatkar,Go for it,5.0,13,10,2021,1,0,Using this since 2 months. So far phone is working good. Never going back to Android again!!! 😍😍
657,Subhasish Pati,Good,5.0,12,6,2021,1,0,Good
658,Swati Mondal,Great,4.0,11,1,2021,1,2,Everything is good but battery life is poor.
659,Nirmal,Superb,4.0,18,3,2022,1,0,"Love the phone, happy for the fast delivery"
660,Irfan Shaikh,Pretty good with HDFC card offers,5.0,24,6,2021,1,0,Disappointed with no charger and no headphones in the box.
661,Paulraj Madasamy,Phone already dead,1.0,15,11,2021,1,0,Display gone
662,Saikat D,Just Awsome,5.0,20,1,2022,1,0,Switch from Android (Oneplus) to iPhone.Great Experience. Everything is fine only issue battery life should be better.
663,Amazon Customer,Iphone is Iphone,5.0,27,5,2021,1,0,"Display quality is awesome. Camera quality good. It's Iphone, nothing else to describe"
664,chethan gowda,desine🖤,1.0,29,1,2022,1,0,"The media could not be loaded.
                



 nice phone 🖤 but paking was uncomfortable 🤬"
665,Muhammad yakkob m,Good,5.0,19,9,2021,1,1,Good
666,MURALI KRISHNA,Never had this type of experience with apple,1.0,28,2,2022,1,1,Waste of money and time for brought this
667,Mitulkumar Patel,Worth it,5.0,6,2,2022,1,0,I think the phone working amazingly.
668,SUHEL AHMED,Amazing,5.0,20,2,2022,1,0,Vo for it
669,Chandan Agrawal,Camera and display are the key takeway,5.0,27,8,2021,1,0,"Using phone from last month,, no issue as such., Find camera and display is very good…"
670,Subashis Biswas,Super performance  iPhone 12,5.0,26,12,2020,1,0,"Super Duper iPhone 12 I Love it,It’s World Bigest Brand Smart Phone"
671,Raviteja W,Great.,5.0,3,3,2022,1,0,Switched from Android to IOSI might need sometime adjusting.But it so smooth.
672,Rahul Sidharthan,Beast of a device,5.0,16,12,2020,1,0,"Smooth, clean , fast,simple and class.Except for the front camera which is a bit underwhelming to me considering the price point and brand value,this is a beast of a device."
673,Tarun Mathur,iPhone 12 rocks,5.0,16,2,2021,1,1,Iphone 12 is just awesome
674,Amazon Customer,Nice Mobile,5.0,19,1,2022,1,0,Nice Mobile
675,K RAVEENDRAN,Ringing volume not working only one ring will appear suddenly no ringing sound,5.0,28,2,2022,1,0,Average
676,sudhakar reddy,Very good.,5.0,30,6,2021,1,0,Best phone
677,Vibhu,Handy set,5.0,22,6,2021,1,0,Perfect design
678,Shrey and Anuj,fingerprint magnet,5.0,22,5,2021,1,1,i have upgraded from iphone 6 to 12 so for me it is best
679,Harshit Priydarshi,Prestige to Apple,5.0,23,5,2021,1,0,Awesome
680,Amul,Super product but price is high,5.0,17,7,2021,1,0,iPhone is always elite experience. Why all phone manufacturers can not raise their bar to complete with IPhone. Superb product.
681,Amazon Customer,Osm I phone 📱 12 🤩,5.0,15,11,2020,1,2,Super duper hit👍👌😍🥰
682,Arjun,It just works,5.0,21,4,2021,1,0,It’s apple. What else reason do by you need?
683,Beerwati Chaudhary,Original product,5.0,29,8,2021,1,1,Everything is working. Trustable Seller
684,Amazon Customer,Value for money,5.0,14,2,2022,1,0,I got this phone in 50k with offer after 1 month use not a single problem found Best quality
685,Amazon Customer,Nice in terms of delivery,5.0,11,6,2021,1,0,Delivery was perfect. Order at 9 pm and got this early morning 9 am. Trying I phone for the first time and so will take some time to post my review
686,V RAMAKRISHNA,Super,4.0,15,4,2021,1,0,Good
687,Tanushree Bhattacharya,As expected,5.0,2,2,2022,1,0,Nice phone
688,Arjunjith,ok,5.0,17,11,2021,1,0,ok
689,ARBAB SHAIK,It is awesome,5.0,7,2,2022,1,1,I like everything
690,PallaviAchyutha,"If you are apple freak, it’s worth to buy",5.0,26,3,2022,1,0,"It’s been a month using this new iPhone 12, 128gb phone. It’s good and worth it"
691,Ajosh,Don't buy iPhone (Indian Make)!!!!!!!,1.0,19,1,2022,1,0,"Apple has manufactured its iPhone 11, 12, XR and SE in India at the Bengaluru-based Wistron plant. From dec 2021."
692,Ashu sharma,Genuine product works like pro,5.0,20,1,2022,1,1,
693,RAMANA MIDDE,Sucking the sack,1.0,5,4,2021,1,2,iOS updates sucks
694,Joseph Charles,Its an iPhone,4.0,25,1,2022,1,0,My first iPhone and its good
695,Jubairrehaman,Good,5.0,11,2,2022,1,0,"Product comes with good package, Effective price, Performance Good"
696,Amazon Customer,Apple!,5.0,2,12,2021,1,1,The name is enough. Nothing to say more
697,Pushkar Sharma,All good iphone,5.0,2,2,2022,1,1,Good experience
698,Khaled,Apple is always the best !,5.0,2,2,2021,1,0,Best in class but a bit over priced.
699,Shrinivasreddy,Smooth-like silk.,5.0,24,4,2021,1,0,"It’s totally a worthy one to buy , cameras theee best , night mode is exquisite, surprisingly the battery back up is good and overall it’s a good deal to buy ."
700,rehana,Supperrrrr,5.0,14,3,2022,1,0,Masthhh !!!! Battery could have been more better .. other then that evrythng is super ..I love my iphone
701,Mr. Anupam,One of best,5.0,5,2,2022,1,0,"The media could not be loaded.
                



 One of best iPhones tills date ... First i phone of my life"
702,Umesh Yadav,Okay,5.0,25,7,2021,1,0,Okay
703,Mansi,A little bit expensive 😉,4.0,15,1,2021,1,0,Better build quality as compared to iphone 11 but the camera is good in iphone 11 as compared to this one.
704,Aparna,Not that satisfied as it is projected.,4.0,7,3,2022,1,0,Didn't like the selfie camera. And there is no finger print reader. Face recognition sometimes doesn't respond .
